item_id,domain,skill_id,competency,level,question_text,option_a,option_b,option_c,option_d,correct_answer,param_a,param_b,scaffold_step1,scaffold_step2
PROB_CREAT_207,Y sinh hoc - Thiet ke Thi nghiem,SKILL_CLINICAL_TRIAL,SangTao,VanDungCao,"Một phác đồ điều trị thử nghiệm gồm hai giai đoạn độc lập: Giai đoạn 1 kiểm tra độ an toàn trên nhóm nguy cơ cao với xác suất đạt là $0{,}8$; Giai đoạn 2 kiểm tra hiệu lực bảo vệ với xác suất đạt là $0{,}75$. Nếu giai đoạn 1 thất bại, phác đồ bị dừng ngay. Nếu giai đoạn 1 thành công nhưng giai đoạn 2 thất bại, bệnh nhân được chuyển sang phác đồ cứu trợ có xác suất hồi phục $0{,}6$. Xác suất để một bệnh nhân đạt kết quả điều trị tích cực (thành công ở cả 2 giai đoạn hoặc hồi phục nhờ phác đồ cứu trợ) là bao nhiêu?","0,72","0,60","0,78","0,84",A,2.17,2.39,"Phân tích cây biến cố (Event Tree): Xác định hai kịch bản dẫn đến kết quả tích cực: (1) Thành công cả hai giai đoạn chính; (2) Giai đoạn 1 thành công, giai đoạn 2 thất bại nhưng phác đồ cứu trợ thành công.","Vì các giai đoạn và phác đồ kế tiếp rời nhau về mặt điều kiện, hãy tính xác suất từng nhánh rồi áp dụng quy tắc cộng: $P = 0{,}8 \times 0{,}75 + 0{,}8 \times (1 - 0{,}75) \times 0{,}6$."
PROB_CREAT_208,Kinh te Tai chinh,SKILL_OPTIMAL_DECISION,SangTao,VanDungCao,"Một quỹ đầu tư mạo hiểm đánh giá hai dự án công nghệ $X$ và $Y$ độc lập. Xác suất thành công thương mại của $X$ là $0{,}6$ mang lại lợi nhuận kỳ vọng $+10$ tỷ đồng (nếu thất bại lỗ $-4$ tỷ); của $Y$ là $0{,}7$ mang lại $+8$ tỷ đồng (nếu thất bại lỗ $-5$ tỷ). Quỹ quyết định đầu tư đồng thời cả hai dự án. Xác suất để quỹ rơi vào tình trạng thua lỗ ròng (tổng lợi nhuận hai dự án âm) là bao nhiêu?","0,12","0,18","0,28","0,34",A,1.74,2.73,"Hãy lập bảng phân phối 4 kịch bản kết hợp giữa hai dự án: (X thắng, Y thắng), (X thắng, Y thua), (X thua, Y thắng), (X thua, Y thua) kèm theo tổng lợi nhuận số học tương ứng.","Kiểm tra xem kịch bản nào cho tổng lợi nhuận âm: Chỉ có kịch bản (X thua, Y thua) cho lợi nhuận $(-4) + (-5) = -9$ tỷ. (Trường hợp X thua, Y thắng cho $(-4) + 8 = +4 > 0$). Từ đó tính xác suất nhánh thỏa mãn."
PROB_CREAT_209,He thong Phong thu - An ninh,SKILL_DEFENSE_MODEL,SangTao,VanDungCao,"Một hệ thống phòng không tự động phân tầng có hai lớp phòng thủ độc lập $T_1$ (tầm xa) và $T_2$ (tầm gần). Xác suất tầng $T_1$ bắn hạ được mục tiêu xâm nhập là $0{,}85$. Nếu $T_1$ trượt, tầng $T_2$ tự động kích hoạt với xác suất tiêu diệt mục tiêu là $0{,}70$. Để nâng cao hiệu quả phòng thủ, chỉ huy muốn xác suất tiêu diệt mục tiêu đạt tối thiểu $0{,}98$. Hỏi xác suất tiêu diệt của tầng $T_2$ cần nâng cấp lên tối thiểu là bao nhiêu nếu giữ nguyên tầng $T_1$?","0,867","0,800","0,920","0,750",A,1.97,1.97,"Biểu diễn xác suất hệ thống phòng thủ thất bại (cả hai tầng đều trượt) theo xác suất trúng của tầng 2 là $p_2$: $P(\text{Trượt toàn bộ}) = (1 - 0{,}85)(1 - p_2) = 0{,}15(1 - p_2)$.","Thiết lập bất phương trình theo yêu cầu hệ thống: Xác suất tiêu diệt thành công $1 - 0{,}15(1 - p_2) \ge 0{,}98 \iff 0{,}15(1 - p_2) \le 0{,}02$, từ đó giải tìm điều kiện ràng buộc của $p_2$."
PROB_CREAT_210,Khoa hoc Du lieu - Phat hien Gian lan,SKILL_FRAUD_DETECTION,SangTao,VanDungCao,"Một thuật toán ngân hàng số kết hợp hai mô hình học máy độc lập $M_1$ và $M_2$ để cảnh báo giao dịch gian lận. Khi có một giao dịch gian lận thực sự xảy ra, xác suất mô hình $M_1$ cảnh báo là $0{,}90$, của $M_2$ là $0{,}80$. Hệ thống cho phép chọn hai chế độ vận hành: Chế độ 'An toàn tối đa' (khóa thẻ nếu có ít nhất một mô hình báo động) và Chế độ 'Trải nghiệm mượt' (chỉ khóa thẻ khi cả hai mô hình cùng báo động). Chênh lệch xác suất khóa thẻ chính xác giữa hai chế độ đối với một giao dịch gian lận là bao nhiêu?","0,26","0,18","0,72","0,98",A,2.2,2.31,"Tính xác suất khóa thẻ ở Chế độ 1 (ít nhất một mô hình báo động) bằng biến cố đối: $P_1 = 1 - (1 - 0{,}90)(1 - 0{,}80)$.","Tính xác suất khóa thẻ ở Chế độ 2 (cả hai mô hình cùng báo động) bằng quy tắc nhân: $P_2 = 0{,}90 \times 0{,}80$. Sau đó lấy hiệu số $P_1 - P_2$."
PROB_CREAT_211,Toi uu hoa He thong,SKILL_OPTIMAL_DECISION,SangTao,VanDungCao,"Một hệ thống truyền tin gồm $3$ kênh song song độc lập, mỗi kênh có xác suất truyền lỗi là $p \in (0, 1)$. Trong điều kiện chi phí tương đương, kỹ sư cân nhắc hai phương án nâng cấp: Phương án 1 thêm một kênh dự phòng song song thứ 4 (xác suất lỗi $p$); Phương án 2 áp dụng thuật toán lọc nhiễu nâng cao giúp giảm xác suất lỗi của một kênh xuống còn $\frac{1}{2}p$. Phương án nào tối ưu hơn để giảm thiểu nguy cơ toàn bộ hệ thống bị gián đoạn cùng lúc?",Phương án 1 (thêm kênh song song thứ 4),Phương án 2 (giảm một nửa xác suất lỗi của 1 kênh),Cả hai phương án mang lại độ an toàn tương đương nhau với mọi $p$,"Phương án 1 tối ưu hơn khi $p > 0{,}5$, ngược lại Phương án 2 tối ưu hơn khi $p < 0{,}5$",D,1.77,2.65,Hãy biểu diễn xác suất gián đoạn toàn bộ hệ thống (tất cả các kênh cùng gặp lỗi) theo $p$: Phương án 1 là $P_1 = p^4$; Phương án 2 là $P_2 = \frac{1}{2}p \cdot p^2 = \frac{1}{2}p^3$.,"Lập hiệu số $P_1 - P_2 = p^3(p - 0{,}5)$ và xét dấu trong khoảng $p \in (0, 1)$ để rút ra kết luận lựa chọn chiến lược tối ưu."
PROB_CREAT_212,Y sinh hoc - Thiet ke Thi nghiem,SKILL_CLINICAL_TRIAL,SangTao,VanDungCao,"Một phác đồ điều trị thử nghiệm gồm hai giai đoạn độc lập: Giai đoạn 1 kiểm tra độ an toàn trên nhóm nguy cơ cao với xác suất đạt là $0{,}8$; Giai đoạn 2 kiểm tra hiệu lực bảo vệ với xác suất đạt là $0{,}75$. Nếu giai đoạn 1 thất bại, phác đồ bị dừng ngay. Nếu giai đoạn 1 thành công nhưng giai đoạn 2 thất bại, bệnh nhân được chuyển sang phác đồ cứu trợ có xác suất hồi phục $0{,}6$. Xác suất để một bệnh nhân đạt kết quả điều trị tích cực (thành công ở cả 2 giai đoạn hoặc hồi phục nhờ phác đồ cứu trợ) là bao nhiêu?","0,72","0,60","0,78","0,84",A,2.0,1.89,"Phân tích cây biến cố (Event Tree): Xác định hai kịch bản dẫn đến kết quả tích cực: (1) Thành công cả hai giai đoạn chính; (2) Giai đoạn 1 thành công, giai đoạn 2 thất bại nhưng phác đồ cứu trợ thành công.","Vì các giai đoạn và phác đồ kế tiếp rời nhau về mặt điều kiện, hãy tính xác suất từng nhánh rồi áp dụng quy tắc cộng: $P = 0{,}8 \times 0{,}75 + 0{,}8 \times (1 - 0{,}75) \times 0{,}6$."
PROB_CREAT_213,Kinh te Tai chinh,SKILL_OPTIMAL_DECISION,SangTao,VanDungCao,"Một quỹ đầu tư mạo hiểm đánh giá hai dự án công nghệ $X$ và $Y$ độc lập. Xác suất thành công thương mại của $X$ là $0{,}6$ mang lại lợi nhuận kỳ vọng $+10$ tỷ đồng (nếu thất bại lỗ $-4$ tỷ); của $Y$ là $0{,}7$ mang lại $+8$ tỷ đồng (nếu thất bại lỗ $-5$ tỷ). Quỹ quyết định đầu tư đồng thời cả hai dự án. Xác suất để quỹ rơi vào tình trạng thua lỗ ròng (tổng lợi nhuận hai dự án âm) là bao nhiêu?","0,12","0,18","0,28","0,34",A,2.23,2.23,"Hãy lập bảng phân phối 4 kịch bản kết hợp giữa hai dự án: (X thắng, Y thắng), (X thắng, Y thua), (X thua, Y thắng), (X thua, Y thua) kèm theo tổng lợi nhuận số học tương ứng.","Kiểm tra xem kịch bản nào cho tổng lợi nhuận âm: Chỉ có kịch bản (X thua, Y thua) cho lợi nhuận $(-4) + (-5) = -9$ tỷ. (Trường hợp X thua, Y thắng cho $(-4) + 8 = +4 > 0$). Từ đó tính xác suất nhánh thỏa mãn."
PROB_CREAT_214,He thong Phong thu - An ninh,SKILL_DEFENSE_MODEL,SangTao,VanDungCao,"Một hệ thống phòng không tự động phân tầng có hai lớp phòng thủ độc lập $T_1$ (tầm xa) và $T_2$ (tầm gần). Xác suất tầng $T_1$ bắn hạ được mục tiêu xâm nhập là $0{,}85$. Nếu $T_1$ trượt, tầng $T_2$ tự động kích hoạt với xác suất tiêu diệt mục tiêu là $0{,}70$. Để nâng cao hiệu quả phòng thủ, chỉ huy muốn xác suất tiêu diệt mục tiêu đạt tối thiểu $0{,}98$. Hỏi xác suất tiêu diệt của tầng $T_2$ cần nâng cấp lên tối thiểu là bao nhiêu nếu giữ nguyên tầng $T_1$?","0,867","0,800","0,920","0,750",A,1.8,2.57,"Biểu diễn xác suất hệ thống phòng thủ thất bại (cả hai tầng đều trượt) theo xác suất trúng của tầng 2 là $p_2$: $P(\text{Trượt toàn bộ}) = (1 - 0{,}85)(1 - p_2) = 0{,}15(1 - p_2)$.","Thiết lập bất phương trình theo yêu cầu hệ thống: Xác suất tiêu diệt thành công $1 - 0{,}15(1 - p_2) \ge 0{,}98 \iff 0{,}15(1 - p_2) \le 0{,}02$, từ đó giải tìm điều kiện ràng buộc của $p_2$."
PROB_CREAT_215,Khoa hoc Du lieu - Phat hien Gian lan,SKILL_FRAUD_DETECTION,SangTao,VanDungCao,"Một thuật toán ngân hàng số kết hợp hai mô hình học máy độc lập $M_1$ và $M_2$ để cảnh báo giao dịch gian lận. Khi có một giao dịch gian lận thực sự xảy ra, xác suất mô hình $M_1$ cảnh báo là $0{,}90$, của $M_2$ là $0{,}80$. Hệ thống cho phép chọn hai chế độ vận hành: Chế độ 'An toàn tối đa' (khóa thẻ nếu có ít nhất một mô hình báo động) và Chế độ 'Trải nghiệm mượt' (chỉ khóa thẻ khi cả hai mô hình cùng báo động). Chênh lệch xác suất khóa thẻ chính xác giữa hai chế độ đối với một giao dịch gian lận là bao nhiêu?","0,26","0,18","0,72","0,98",A,2.03,1.81,"Tính xác suất khóa thẻ ở Chế độ 1 (ít nhất một mô hình báo động) bằng biến cố đối: $P_1 = 1 - (1 - 0{,}90)(1 - 0{,}80)$.","Tính xác suất khóa thẻ ở Chế độ 2 (cả hai mô hình cùng báo động) bằng quy tắc nhân: $P_2 = 0{,}90 \times 0{,}80$. Sau đó lấy hiệu số $P_1 - P_2$."
PROB_CREAT_216,Toi uu hoa He thong,SKILL_OPTIMAL_DECISION,SangTao,VanDungCao,"Một hệ thống truyền tin gồm $3$ kênh song song độc lập, mỗi kênh có xác suất truyền lỗi là $p \in (0, 1)$. Trong điều kiện chi phí tương đương, kỹ sư cân nhắc hai phương án nâng cấp: Phương án 1 thêm một kênh dự phòng song song thứ 4 (xác suất lỗi $p$); Phương án 2 áp dụng thuật toán lọc nhiễu nâng cao giúp giảm xác suất lỗi của một kênh xuống còn $\frac{1}{2}p$. Phương án nào tối ưu hơn để giảm thiểu nguy cơ toàn bộ hệ thống bị gián đoạn cùng lúc?",Phương án 1 (thêm kênh song song thứ 4),Phương án 2 (giảm một nửa xác suất lỗi của 1 kênh),Cả hai phương án mang lại độ an toàn tương đương nhau với mọi $p$,"Phương án 1 tối ưu hơn khi $p > 0{,}5$, ngược lại Phương án 2 tối ưu hơn khi $p < 0{,}5$",D,2.26,2.15,Hãy biểu diễn xác suất gián đoạn toàn bộ hệ thống (tất cả các kênh cùng gặp lỗi) theo $p$: Phương án 1 là $P_1 = p^4$; Phương án 2 là $P_2 = \frac{1}{2}p \cdot p^2 = \frac{1}{2}p^3$.,"Lập hiệu số $P_1 - P_2 = p^3(p - 0{,}5)$ và xét dấu trong khoảng $p \in (0, 1)$ để rút ra kết luận lựa chọn chiến lược tối ưu."
PROB_CREAT_217,Y sinh hoc - Thiet ke Thi nghiem,SKILL_CLINICAL_TRIAL,SangTao,VanDungCao,"Một phác đồ điều trị thử nghiệm gồm hai giai đoạn độc lập: Giai đoạn 1 kiểm tra độ an toàn trên nhóm nguy cơ cao với xác suất đạt là $0{,}8$; Giai đoạn 2 kiểm tra hiệu lực bảo vệ với xác suất đạt là $0{,}75$. Nếu giai đoạn 1 thất bại, phác đồ bị dừng ngay. Nếu giai đoạn 1 thành công nhưng giai đoạn 2 thất bại, bệnh nhân được chuyển sang phác đồ cứu trợ có xác suất hồi phục $0{,}6$. Xác suất để một bệnh nhân đạt kết quả điều trị tích cực (thành công ở cả 2 giai đoạn hoặc hồi phục nhờ phác đồ cứu trợ) là bao nhiêu?","0,72","0,60","0,78","0,84",A,1.83,2.49,"Phân tích cây biến cố (Event Tree): Xác định hai kịch bản dẫn đến kết quả tích cực: (1) Thành công cả hai giai đoạn chính; (2) Giai đoạn 1 thành công, giai đoạn 2 thất bại nhưng phác đồ cứu trợ thành công.","Vì các giai đoạn và phác đồ kế tiếp rời nhau về mặt điều kiện, hãy tính xác suất từng nhánh rồi áp dụng quy tắc cộng: $P = 0{,}8 \times 0{,}75 + 0{,}8 \times (1 - 0{,}75) \times 0{,}6$."
PROB_CREAT_218,Kinh te Tai chinh,SKILL_OPTIMAL_DECISION,SangTao,VanDungCao,"Một quỹ đầu tư mạo hiểm đánh giá hai dự án công nghệ $X$ và $Y$ độc lập. Xác suất thành công thương mại của $X$ là $0{,}6$ mang lại lợi nhuận kỳ vọng $+10$ tỷ đồng (nếu thất bại lỗ $-4$ tỷ); của $Y$ là $0{,}7$ mang lại $+8$ tỷ đồng (nếu thất bại lỗ $-5$ tỷ). Quỹ quyết định đầu tư đồng thời cả hai dự án. Xác suất để quỹ rơi vào tình trạng thua lỗ ròng (tổng lợi nhuận hai dự án âm) là bao nhiêu?","0,12","0,18","0,28","0,34",A,2.06,1.73,"Hãy lập bảng phân phối 4 kịch bản kết hợp giữa hai dự án: (X thắng, Y thắng), (X thắng, Y thua), (X thua, Y thắng), (X thua, Y thua) kèm theo tổng lợi nhuận số học tương ứng.","Kiểm tra xem kịch bản nào cho tổng lợi nhuận âm: Chỉ có kịch bản (X thua, Y thua) cho lợi nhuận $(-4) + (-5) = -9$ tỷ. (Trường hợp X thua, Y thắng cho $(-4) + 8 = +4 > 0$). Từ đó tính xác suất nhánh thỏa mãn."
PROB_CREAT_219,He thong Phong thu - An ninh,SKILL_DEFENSE_MODEL,SangTao,VanDungCao,"Một hệ thống phòng không tự động phân tầng có hai lớp phòng thủ độc lập $T_1$ (tầm xa) và $T_2$ (tầm gần). Xác suất tầng $T_1$ bắn hạ được mục tiêu xâm nhập là $0{,}85$. Nếu $T_1$ trượt, tầng $T_2$ tự động kích hoạt với xác suất tiêu diệt mục tiêu là $0{,}70$. Để nâng cao hiệu quả phòng thủ, chỉ huy muốn xác suất tiêu diệt mục tiêu đạt tối thiểu $0{,}98$. Hỏi xác suất tiêu diệt của tầng $T_2$ cần nâng cấp lên tối thiểu là bao nhiêu nếu giữ nguyên tầng $T_1$?","0,867","0,800","0,920","0,750",A,2.29,2.07,"Biểu diễn xác suất hệ thống phòng thủ thất bại (cả hai tầng đều trượt) theo xác suất trúng của tầng 2 là $p_2$: $P(\text{Trượt toàn bộ}) = (1 - 0{,}85)(1 - p_2) = 0{,}15(1 - p_2)$.","Thiết lập bất phương trình theo yêu cầu hệ thống: Xác suất tiêu diệt thành công $1 - 0{,}15(1 - p_2) \ge 0{,}98 \iff 0{,}15(1 - p_2) \le 0{,}02$, từ đó giải tìm điều kiện ràng buộc của $p_2$."
PROB_CREAT_220,Khoa hoc Du lieu - Phat hien Gian lan,SKILL_FRAUD_DETECTION,SangTao,VanDungCao,"Một thuật toán ngân hàng số kết hợp hai mô hình học máy độc lập $M_1$ và $M_2$ để cảnh báo giao dịch gian lận. Khi có một giao dịch gian lận thực sự xảy ra, xác suất mô hình $M_1$ cảnh báo là $0{,}90$, của $M_2$ là $0{,}80$. Hệ thống cho phép chọn hai chế độ vận hành: Chế độ 'An toàn tối đa' (khóa thẻ nếu có ít nhất một mô hình báo động) và Chế độ 'Trải nghiệm mượt' (chỉ khóa thẻ khi cả hai mô hình cùng báo động). Chênh lệch xác suất khóa thẻ chính xác giữa hai chế độ đối với một giao dịch gian lận là bao nhiêu?","0,26","0,18","0,72","0,98",A,1.86,2.41,"Tính xác suất khóa thẻ ở Chế độ 1 (ít nhất một mô hình báo động) bằng biến cố đối: $P_1 = 1 - (1 - 0{,}90)(1 - 0{,}80)$.","Tính xác suất khóa thẻ ở Chế độ 2 (cả hai mô hình cùng báo động) bằng quy tắc nhân: $P_2 = 0{,}90 \times 0{,}80$. Sau đó lấy hiệu số $P_1 - P_2$."
PROB_CREAT_221,Toi uu hoa He thong,SKILL_OPTIMAL_DECISION,SangTao,VanDungCao,"Một hệ thống truyền tin gồm $3$ kênh song song độc lập, mỗi kênh có xác suất truyền lỗi là $p \in (0, 1)$. Trong điều kiện chi phí tương đương, kỹ sư cân nhắc hai phương án nâng cấp: Phương án 1 thêm một kênh dự phòng song song thứ 4 (xác suất lỗi $p$); Phương án 2 áp dụng thuật toán lọc nhiễu nâng cao giúp giảm xác suất lỗi của một kênh xuống còn $\frac{1}{2}p$. Phương án nào tối ưu hơn để giảm thiểu nguy cơ toàn bộ hệ thống bị gián đoạn cùng lúc?",Phương án 1 (thêm kênh song song thứ 4),Phương án 2 (giảm một nửa xác suất lỗi của 1 kênh),Cả hai phương án mang lại độ an toàn tương đương nhau với mọi $p$,"Phương án 1 tối ưu hơn khi $p > 0{,}5$, ngược lại Phương án 2 tối ưu hơn khi $p < 0{,}5$",D,2.09,1.65,Hãy biểu diễn xác suất gián đoạn toàn bộ hệ thống (tất cả các kênh cùng gặp lỗi) theo $p$: Phương án 1 là $P_1 = p^4$; Phương án 2 là $P_2 = \frac{1}{2}p \cdot p^2 = \frac{1}{2}p^3$.,"Lập hiệu số $P_1 - P_2 = p^3(p - 0{,}5)$ và xét dấu trong khoảng $p \in (0, 1)$ để rút ra kết luận lựa chọn chiến lược tối ưu."
PROB_CREAT_222,Y sinh hoc - Thiet ke Thi nghiem,SKILL_CLINICAL_TRIAL,SangTao,VanDungCao,"Một phác đồ điều trị thử nghiệm gồm hai giai đoạn độc lập: Giai đoạn 1 kiểm tra độ an toàn trên nhóm nguy cơ cao với xác suất đạt là $0{,}8$; Giai đoạn 2 kiểm tra hiệu lực bảo vệ với xác suất đạt là $0{,}75$. Nếu giai đoạn 1 thất bại, phác đồ bị dừng ngay. Nếu giai đoạn 1 thành công nhưng giai đoạn 2 thất bại, bệnh nhân được chuyển sang phác đồ cứu trợ có xác suất hồi phục $0{,}6$. Xác suất để một bệnh nhân đạt kết quả điều trị tích cực (thành công ở cả 2 giai đoạn hoặc hồi phục nhờ phác đồ cứu trợ) là bao nhiêu?","0,72","0,60","0,78","0,84",A,1.66,1.99,"Phân tích cây biến cố (Event Tree): Xác định hai kịch bản dẫn đến kết quả tích cực: (1) Thành công cả hai giai đoạn chính; (2) Giai đoạn 1 thành công, giai đoạn 2 thất bại nhưng phác đồ cứu trợ thành công.","Vì các giai đoạn và phác đồ kế tiếp rời nhau về mặt điều kiện, hãy tính xác suất từng nhánh rồi áp dụng quy tắc cộng: $P = 0{,}8 \times 0{,}75 + 0{,}8 \times (1 - 0{,}75) \times 0{,}6$."
PROB_CREAT_223,Kinh te Tai chinh,SKILL_OPTIMAL_DECISION,SangTao,VanDungCao,"Một quỹ đầu tư mạo hiểm đánh giá hai dự án công nghệ $X$ và $Y$ độc lập. Xác suất thành công thương mại của $X$ là $0{,}6$ mang lại lợi nhuận kỳ vọng $+10$ tỷ đồng (nếu thất bại lỗ $-4$ tỷ); của $Y$ là $0{,}7$ mang lại $+8$ tỷ đồng (nếu thất bại lỗ $-5$ tỷ). Quỹ quyết định đầu tư đồng thời cả hai dự án. Xác suất để quỹ rơi vào tình trạng thua lỗ ròng (tổng lợi nhuận hai dự án âm) là bao nhiêu?","0,12","0,18","0,28","0,34",A,1.89,2.33,"Hãy lập bảng phân phối 4 kịch bản kết hợp giữa hai dự án: (X thắng, Y thắng), (X thắng, Y thua), (X thua, Y thắng), (X thua, Y thua) kèm theo tổng lợi nhuận số học tương ứng.","Kiểm tra xem kịch bản nào cho tổng lợi nhuận âm: Chỉ có kịch bản (X thua, Y thua) cho lợi nhuận $(-4) + (-5) = -9$ tỷ. (Trường hợp X thua, Y thắng cho $(-4) + 8 = +4 > 0$). Từ đó tính xác suất nhánh thỏa mãn."
PROB_CREAT_224,He thong Phong thu - An ninh,SKILL_DEFENSE_MODEL,SangTao,VanDungCao,"Một hệ thống phòng không tự động phân tầng có hai lớp phòng thủ độc lập $T_1$ (tầm xa) và $T_2$ (tầm gần). Xác suất tầng $T_1$ bắn hạ được mục tiêu xâm nhập là $0{,}85$. Nếu $T_1$ trượt, tầng $T_2$ tự động kích hoạt với xác suất tiêu diệt mục tiêu là $0{,}70$. Để nâng cao hiệu quả phòng thủ, chỉ huy muốn xác suất tiêu diệt mục tiêu đạt tối thiểu $0{,}98$. Hỏi xác suất tiêu diệt của tầng $T_2$ cần nâng cấp lên tối thiểu là bao nhiêu nếu giữ nguyên tầng $T_1$?","0,867","0,800","0,920","0,750",A,2.12,2.67,"Biểu diễn xác suất hệ thống phòng thủ thất bại (cả hai tầng đều trượt) theo xác suất trúng của tầng 2 là $p_2$: $P(\text{Trượt toàn bộ}) = (1 - 0{,}85)(1 - p_2) = 0{,}15(1 - p_2)$.","Thiết lập bất phương trình theo yêu cầu hệ thống: Xác suất tiêu diệt thành công $1 - 0{,}15(1 - p_2) \ge 0{,}98 \iff 0{,}15(1 - p_2) \le 0{,}02$, từ đó giải tìm điều kiện ràng buộc của $p_2$."
PROB_CREAT_225,Khoa hoc Du lieu - Phat hien Gian lan,SKILL_FRAUD_DETECTION,SangTao,VanDungCao,"Một thuật toán ngân hàng số kết hợp hai mô hình học máy độc lập $M_1$ và $M_2$ để cảnh báo giao dịch gian lận. Khi có một giao dịch gian lận thực sự xảy ra, xác suất mô hình $M_1$ cảnh báo là $0{,}90$, của $M_2$ là $0{,}80$. Hệ thống cho phép chọn hai chế độ vận hành: Chế độ 'An toàn tối đa' (khóa thẻ nếu có ít nhất một mô hình báo động) và Chế độ 'Trải nghiệm mượt' (chỉ khóa thẻ khi cả hai mô hình cùng báo động). Chênh lệch xác suất khóa thẻ chính xác giữa hai chế độ đối với một giao dịch gian lận là bao nhiêu?","0,26","0,18","0,72","0,98",A,1.69,1.91,"Tính xác suất khóa thẻ ở Chế độ 1 (ít nhất một mô hình báo động) bằng biến cố đối: $P_1 = 1 - (1 - 0{,}90)(1 - 0{,}80)$.","Tính xác suất khóa thẻ ở Chế độ 2 (cả hai mô hình cùng báo động) bằng quy tắc nhân: $P_2 = 0{,}90 \times 0{,}80$. Sau đó lấy hiệu số $P_1 - P_2$."
PROB_CREAT_226,Toi uu hoa He thong,SKILL_OPTIMAL_DECISION,SangTao,VanDungCao,"Một hệ thống truyền tin gồm $3$ kênh song song độc lập, mỗi kênh có xác suất truyền lỗi là $p \in (0, 1)$. Trong điều kiện chi phí tương đương, kỹ sư cân nhắc hai phương án nâng cấp: Phương án 1 thêm một kênh dự phòng song song thứ 4 (xác suất lỗi $p$); Phương án 2 áp dụng thuật toán lọc nhiễu nâng cao giúp giảm xác suất lỗi của một kênh xuống còn $\frac{1}{2}p$. Phương án nào tối ưu hơn để giảm thiểu nguy cơ toàn bộ hệ thống bị gián đoạn cùng lúc?",Phương án 1 (thêm kênh song song thứ 4),Phương án 2 (giảm một nửa xác suất lỗi của 1 kênh),Cả hai phương án mang lại độ an toàn tương đương nhau với mọi $p$,"Phương án 1 tối ưu hơn khi $p > 0{,}5$, ngược lại Phương án 2 tối ưu hơn khi $p < 0{,}5$",D,1.92,2.25,Hãy biểu diễn xác suất gián đoạn toàn bộ hệ thống (tất cả các kênh cùng gặp lỗi) theo $p$: Phương án 1 là $P_1 = p^4$; Phương án 2 là $P_2 = \frac{1}{2}p \cdot p^2 = \frac{1}{2}p^3$.,"Lập hiệu số $P_1 - P_2 = p^3(p - 0{,}5)$ và xét dấu trong khoảng $p \in (0, 1)$ để rút ra kết luận lựa chọn chiến lược tối ưu."
PROB_CREAT_227,Y sinh hoc - Thiet ke Thi nghiem,SKILL_CLINICAL_TRIAL,SangTao,VanDungCao,"Một phác đồ điều trị thử nghiệm gồm hai giai đoạn độc lập: Giai đoạn 1 kiểm tra độ an toàn trên nhóm nguy cơ cao với xác suất đạt là $0{,}8$; Giai đoạn 2 kiểm tra hiệu lực bảo vệ với xác suất đạt là $0{,}75$. Nếu giai đoạn 1 thất bại, phác đồ bị dừng ngay. Nếu giai đoạn 1 thành công nhưng giai đoạn 2 thất bại, bệnh nhân được chuyển sang phác đồ cứu trợ có xác suất hồi phục $0{,}6$. Xác suất để một bệnh nhân đạt kết quả điều trị tích cực (thành công ở cả 2 giai đoạn hoặc hồi phục nhờ phác đồ cứu trợ) là bao nhiêu?","0,72","0,60","0,78","0,84",A,2.15,2.59,"Phân tích cây biến cố (Event Tree): Xác định hai kịch bản dẫn đến kết quả tích cực: (1) Thành công cả hai giai đoạn chính; (2) Giai đoạn 1 thành công, giai đoạn 2 thất bại nhưng phác đồ cứu trợ thành công.","Vì các giai đoạn và phác đồ kế tiếp rời nhau về mặt điều kiện, hãy tính xác suất từng nhánh rồi áp dụng quy tắc cộng: $P = 0{,}8 \times 0{,}75 + 0{,}8 \times (1 - 0{,}75) \times 0{,}6$."
PROB_CREAT_228,Kinh te Tai chinh,SKILL_OPTIMAL_DECISION,SangTao,VanDungCao,"Một quỹ đầu tư mạo hiểm đánh giá hai dự án công nghệ $X$ và $Y$ độc lập. Xác suất thành công thương mại của $X$ là $0{,}6$ mang lại lợi nhuận kỳ vọng $+10$ tỷ đồng (nếu thất bại lỗ $-4$ tỷ); của $Y$ là $0{,}7$ mang lại $+8$ tỷ đồng (nếu thất bại lỗ $-5$ tỷ). Quỹ quyết định đầu tư đồng thời cả hai dự án. Xác suất để quỹ rơi vào tình trạng thua lỗ ròng (tổng lợi nhuận hai dự án âm) là bao nhiêu?","0,12","0,18","0,28","0,34",A,1.72,1.83,"Hãy lập bảng phân phối 4 kịch bản kết hợp giữa hai dự án: (X thắng, Y thắng), (X thắng, Y thua), (X thua, Y thắng), (X thua, Y thua) kèm theo tổng lợi nhuận số học tương ứng.","Kiểm tra xem kịch bản nào cho tổng lợi nhuận âm: Chỉ có kịch bản (X thua, Y thua) cho lợi nhuận $(-4) + (-5) = -9$ tỷ. (Trường hợp X thua, Y thắng cho $(-4) + 8 = +4 > 0$). Từ đó tính xác suất nhánh thỏa mãn."
